"id","timestp","permission","rootUrl","snippet","requestUrl","typ","ind","firstPartyRoot","parentCompany","watchlistHash","extraDetail","cookie","loc"
"1","1737039092369","monetization","https://www.fewo-direkt.de/",NULL,"https://dpm.demdex.net/id/rd?d_visid_ver=4.4.0&d_fieldgroup=MC&d_rtbd=json&d_ver=2&d_verify=1&d_orgid=C00802BE5330A8350A490D4C%40AdobeOrg&d_nsid=0&ts=1737039091703","advertising","-1",NULL,"Adobe",NULL,NULL,"0",NULL
"2","1737039093353","monetization","https://www.fewo-direkt.de/?=customer-notification-centered-sheet-dialog",NULL,"https://geolocation.onetrust.com/cookieconsentpub/v1/geo/location","analytics","-1",NULL,NULL,NULL,NULL,"0",NULL
"3","1737039093353","location","https://www.fewo-direkt.de/?=customer-notification-centered-sheet-dialog","{""reqUrl"":""https://geolocation.onetrust.com/cookieconsentpub/v1/geo/location"",""requestBody"":null,""responseData"":""{\""country\"":\""DE\"",\""state\"":\""BE\"",\""stateName\"":\""Land Berlin\"",\""continent\"":\""EU\""}""","https://geolocation.onetrust.com/cookieconsentpub/v1/geo/location","region","[171,177]",NULL,NULL,"2222222222",NULL,"0",NULL
"4","1737039093353","location","https://www.fewo-direkt.de/?=customer-notification-centered-sheet-dialog","{""reqUrl"":""https://geolocation.onetrust.com/cookieconsentpub/v1/geo/location"",""requestBody"":null,""responseData"":""{\""country\"":\""DE\"",\""state\"":\""BE\"",\""stateName\"":\""Land Berlin\"",\""continent\"":\""EU\""}""","https://geolocation.onetrust.com/cookieconsentpub/v1/geo/location","city","[171,177]",NULL,NULL,"2222222222",NULL,"0",NULL
"5","1737039120737","location","https://www.fewo-direkt.de/?=customer-notification-centered-sheet-dialog","irekt.de\"",\""language\"":\""de\"",\""tuid\"":\""\"",\""locale\"":\""de_DE\"",\""expUserProfileId\"":\""\"",\""pageName\"":\""Homepage\"",\""xLineOfBusiness\"":\""Unknown\"",\""Geo\"":{\""country\"":\""de\"",\""city\"":\""berlin\"",\""latitude\"":52.5196,\""state\"":\""be\"",\""longitude\"":13.4069},\""eapid\"":20,\""domain\"":\""ESTAR_HOME_PAGE\"",\""funnelLocation\"":\""ENTRY\"",\""context\"":{\""traceId\"":\""700ef3b809c2419ab67440fe443a7585\"",\""site\"":{\""companyCode\"":\""10140\"",\""tpid\"":9003,\""eapid\"":20,\""brandId\"":\""vrbo\"",\""siteId\"":9003020,\""siteName","https://www.fewo-direkt.de/graphql","fineLocation","[250,257]",NULL,NULL,NULL,NULL,"0","lng"
"6","1737039120737","location","https://www.fewo-direkt.de/?=customer-notification-centered-sheet-dialog","irekt.de\"",\""language\"":\""de\"",\""tuid\"":\""\"",\""locale\"":\""de_DE\"",\""expUserProfileId\"":\""\"",\""pageName\"":\""Homepage\"",\""xLineOfBusiness\"":\""Unknown\"",\""Geo\"":{\""country\"":\""de\"",\""city\"":\""berlin\"",\""latitude\"":52.5196,\""state\"":\""be\"",\""longitude\"":13.4069},\""eapid\"":20,\""domain\"":\""ESTAR_HOME_PAGE\"",\""funnelLocation\"":\""ENTRY\"",\""context\"":{\""traceId\"":\""700ef3b809c2419ab67440fe443a7585\"",\""site\"":{\""companyCode\"":\""10140\"",\""tpid\"":9003,\""eapid\"":20,\""brandId\"":\""vrbo\"",\""siteId\"":9003020,\""siteName","https://www.fewo-direkt.de/graphql","coarseLocation","[250,257]",NULL,NULL,NULL,NULL,"0","lng"
